OCCSCHEME,OCCTYPE,OCCDESC,PSOLD_RG,PSOLD_Description,Effective,Expiration
NCCI,8834,Physician & Clerical,5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
NCCI,7250,TruckingHauling Explosives or AmmunitionLocal Hauling OnlyAll Employees,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7272,Water Truck Service (CA),10,Emergency Services,1/1/2019,12/31/2099
NCCI,7309,Stevedoring NOC (F Code),39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7313,Coal Dock Operation & Stevedoring (F Code),39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7317,Automobile Haulaway or DriveawayDriving Autos On or Off Vessels,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7323,StevedoringExplosive Materialsunder Contract,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7327,StevedoringContainerized Freight (F Code),39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7332,Ambulance Service Cos.All Other Employees,5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
NCCI,7333,DredgingAll Types: Coverage under Admiralty Law:,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7335,DredgingAll Types: Coverage under Admiralty Law:,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7337,DredgingAll Types: Coverage under Admiralty Law:,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7350,Freight Handling NOCU.S. Act (F Code),39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7360,"Freight HandlingPacking, Handling, or Shipping Explosives or Ammunitionunder ContractState Act Only",39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7365,Taxicab CompanyAll Other Employees,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7366,Freight Handling NOCU.S. Act (F Code),39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7367,Freight Handling NOCState Act Only,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7368,Taxicab CompanyAll Other Employees,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7369,Automobile Rental Co.: All Other Employees,21,Personal and Repair Services,1/1/2019,12/31/2099
NCCI,7370,Ambulance Service Cos.All Other Employees,5,Hospitals and Nursing Homes,1/1/2019,12/31/2099
NCCI,7377,Limousine Co.All Other EmployeesNonscheduled,21,Personal and Repair Services,1/1/2019,12/31/2099
NCCI,7380,Banks & Trust Cos.Armored Car Operation,14,Offices and Banks,1/1/2019,12/31/2099
NCCI,7381,School Bus Operator and Drivers,14,Offices and Banks,1/1/2019,12/31/2099
NCCI,7382,Bus Co.All Other Employees,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7384,Bus Co.All Other Employees,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7390,Ale or Beer DealerWholesale,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,7392,Ale or Beer DealerWholesale,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,7394,DivingMarineCoverage under Admiralty Law:,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7395,DivingMarineCoverage under Admiralty Law:,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7398,DivingMarineCoverage under Admiralty Law:,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7403,Aircraft or Helicopter OperationAir CarrierScheduled or SupplementalOther,23,Air/Airplane Hangars,1/1/2019,12/31/2099
NCCI,7405,Aircraft or Helicopter OperationAir Carrier (Freight)Scheduled or SupplementalFlying Crew,23,Air/Airplane Hangars,1/1/2019,12/31/2099
NCCI,7409,"Aircraft or Helicopter OperationAerial Application, Seeding, Herding, or Scintillometer Surveying: Flying Crew",23,Air/Airplane Hangars,1/1/2019,12/31/2099
NCCI,7410,"Aircraft or Helicopter OperationAerial Application, Seeding, Herding, or Scintillometer Surveying: Except Flying Crew",23,Air/Airplane Hangars,1/1/2019,12/31/2099
NCCI,7413,Aircraft or Helicopter OperationAir CarrierCommuterFlying Crew,23,Air/Airplane Hangars,1/1/2019,12/31/2099
NCCI,7418,"Aircraft or Helicopter OperationAerial Application, Seeding, Herding, or Scintillometer Surveying: Flying Crew",23,Air/Airplane Hangars,1/1/2019,12/31/2099
NCCI,7420,Aircraft or Helicopter OperationForest Fire Fighting,23,Air/Airplane Hangars,1/1/2019,12/31/2099
NCCI,7421,Aircraft or Helicopter OperationTransportation of Personnel in Conduct of Employers Business: Flying Crew,23,Air/Airplane Hangars,1/1/2019,12/31/2099
NCCI,7422,Aircraft or Helicopter OperationFlight Testing by Mfg.Flying Crew,23,Air/Airplane Hangars,1/1/2019,12/31/2099
NCCI,8039,Store: DepartmentRetail,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8041,Store: Wine or SpiritsWholesale (CA),15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8042,Store: Floor CoveringRetail,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8043,Drug or Cigar StoreIncluding Service of FoodNot Restaurant,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8044,Store: FurnitureAll Other,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8045,Store: DrugRetail,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8046,Automobile Parts & Accessories NOC,21,Personal and Repair Services,1/1/2019,12/31/2099
NCCI,8047,Store: DrugWholesale,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8048,Store: Fruit or VegetableWholesale,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8050,Store: Five and Ten Cent,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8053,"Store: Household ApplianceElectrical TV, Radio (NJ)",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8054,"Store: Household ApplianceElectrical Refrigerator, Stove, Washer (NJ)",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8055,PackagingContract,21,Personal and Repair Services,1/1/2019,12/31/2099
NCCI,8057,Boat Dealer (CA),39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,8058,Building Material DealerNew Materials Only: Store Employees,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8059,Store: Ceramic Tile (CA),15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8060,"Store: Wine, Beer or SpiritsRetail (CA)",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8061,Store: GroceryConvenienceRetail,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8062,Store: ComputerRetail (CA),15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8063,Store: Lighting FixturesRetail (CA),15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8064,Store: Office Supplies & Stationery (CA),15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8065,Store: Paint or WallpaperRetail,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8066,Bicycle Rentals,21,Personal and Repair Services,1/1/2019,12/31/2099
NCCI,8070,"Store: Record, Compact Disc, Video, or Audio CassetteRetail",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8071,Store: BookRetail,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8072,Store: BookRetail,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8090,Auctioneers (Not Livestock),14,Offices and Banks,1/1/2019,12/31/2099
NCCI,8102,Bean Sorting or Handling,27,Food Processing - Other,1/1/2019,12/31/2099
NCCI,8103,Clippings Dealer,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8105,Store: Hide or Leather Dealer,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8106,Concrete Reinforcing Rod or Bar Dealer,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8107,Contractors Machinery Dealer,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8110,Welding Supply Dealer,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8111,Plumbers SuppliesWholesale (DE),15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8113,Oil or Gas Well: Supplies or Equipment DealerUsed,35,Severe Manu/Petroleum,1/1/2019,12/31/2099
NCCI,8116,Farm Machinery DealerAll Operations,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8117,"Store: Feed, Tack & Farm Supplies (CA)",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8199,"Store: Feed, Tack & Farm Supplies (CA)",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8203,Ice Dealer,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8204,Building Material Yard,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,8209,Vegetable Packing,27,Food Processing - Other,1/1/2019,12/31/2099
NCCI,8215,Feed Dealer,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8227,Construction or Erection Permanent Yard,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,8231,Fuel and Material Dealer NOC (No Second Hand),15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8232,Building Material DealerNew Materials Only: All Other Employees,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8233,Coal Merchant,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8234,"Pole, Post or Tie Yard",34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NCCI,8235,"Sash, Door or Assembled Millwork Dealer",15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8263,Junk Dealer,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8264,Container RecyclingBottle or Can,10,Emergency Services,1/1/2019,12/31/2099
NCCI,8265,Iron or Steel Scrap Dealer,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8267,Machinery & Eqpt. DealerSecondhand (CA),15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8278,Racing StableJockey (CA),8,Entertainment and Recreation,1/1/2019,12/31/2099
NCCI,8279,Breeding Farm or Stable,26,Agricultural - Grain Elevators,1/1/2019,12/31/2099
NCCI,8280,Racing StableJockey (CA),8,Entertainment and Recreation,1/1/2019,12/31/2099
NCCI,8286,Cattle Dealer & Salespersons,26,Agricultural - Grain Elevators,1/1/2019,12/31/2099
NCCI,8288,Cattle Dealer & Salespersons,26,Agricultural - Grain Elevators,1/1/2019,12/31/2099
NCCI,8290,WarehouseSelf Storage (CA),15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8291,Storage WarehouseCold,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8292,Storage Warehouse NOC,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8293,Furniture Moving & Storage,15,Other Mercantiles - Retail/Wholesale,1/1/2019,12/31/2099
NCCI,8295,Cotton Compressing,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NCCI,6252,Caisson WorkAll Operations to Completion,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,6254,Subway ConstructionAll Operations (CA),22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,6258,Caisson WorkAll Operations to Completion,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,6260,TunnelingPneumaticAll Operations,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,6306,Sewer ConstructionAll Operations,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,6307,Sewer ConstructionAll Operations,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,6315,Gas Main or Connection Construction,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,6319,Gas Main or Connection Construction,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,6325,Conduit Constructionfor Cables or Wires,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,6361,Breakwater or Jetty ConstructionAll Operations to Completion,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,6364,Drainage or Irrigation System Construction,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,6400,Fence ErectionMetal,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,6504,Baking Powder Mfg.,32,Light Manufacturing - Other,1/1/2019,12/31/2099
NCCI,6701,Railroad ConstructionAll Operations: Coverage under FELA: Program I,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,6702,Railroad ConstructionAll Operations: Coverage under FELA: Program I,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,6703,Railroad ConstructionAll Operations: Coverage under FELA: Program IIUSL&HW Act Benefits,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,6704,Railroad ConstructionAll Operations: Coverage under FELA: Program IIState Act Benefits,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,6801,BoatbuildingWoodNOCU.S. Act,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NCCI,6811,BoatbuildingWoodNOCState Act Only,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NCCI,6824,Boatbuilding or RepairU.S. Act (F Code),34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NCCI,6826,MarinaU.S. Act (F Code),39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,6834,Boatbuilding or RepairState Act Only,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NCCI,6836,MarinaState Act Only,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,6843,ShipbuildingIron or SteelNOCCoverage under U.S. Act,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,6845,ShipbuildingNaval,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,6854,ShipbuildingIron or SteelNOCCoverage under State Act Only,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,6872,Marine Railway OperationU.S. Act (F Code),39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,6874,PaintingShip Hulls: U.S. Act (F Code),39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,6875,Ship CleaningAll OperationsU.S. Act,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,6882,Ship Repair or ConversionAll OperationsState Act Only,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,6884,Ship ScalingState Act Only,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7016,Vessels NOCCoverage under Admiralty Law: Program I,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7019,FerriesCoverage under Admiralty Law: Program I,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7020,Supply BoatsCoverage under Admiralty Law: Program I,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7024,Vessels NOCCoverage under Admiralty Law: Program IIState Act Benefits,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7027,FerriesCoverage under Admiralty Law: Program IIState Act Benefits,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7028,Supply BoatsCoverage under Admiralty Law: Program IIState Act Benefits,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7036,VesselsSailCoverage under Admiralty Law: Program I,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7037,YachtsPrivateSail or PowerCoverage under Admiralty Law:,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7038,Boat LiveryBoats under 15 TonsCoverage under Admiralty Law:,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7039,Fishing Vessels NOCCoverage under Admiralty Law:,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7046,VesselsNot Self-PropelledCoverage under Admiralty Law: Program I,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7047,Vessels NOCCoverage under Admiralty Law: Program IIUSL&HW Act Benefits,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7048,VesselsSailCoverage under Admiralty Law: Program IIUSL&HW Act Benefits,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7049,YachtsPrivateSail or PowerCoverage under Admiralty Law:,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7050,Boat LiveryBoats under 15 TonsCoverage under Admiralty Law:,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7051,Fishing Vessels NOCCoverage under Admiralty Law:,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7062,FerriesCoverage under Admiralty Law: Program IIUSL&HW Act Benefits,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7070,Oyster BoatsCoverage under Admiralty Law:,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7079,Oyster BoatsCoverage under Admiralty Law:,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7080,VesselsSailCoverage under Admiralty Law: Program IIUSL&HW Act Benefits,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7088,VesselsSailCoverage under Admiralty Law: Program IIState Act Benefits,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7089,YachtsPrivateSail or PowerCoverage under Admiralty Law:,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7090,Boat LiveryBoats under 15 TonsCoverage under Admiralty Law:,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7091,Fishing Vessels NOCCoverage under Admiralty Law:,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7097,Oyster BoatsCoverage under Admiralty Law:,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7098,VesselsNot Self-PropelledCoverage under Admiralty Law: Program IIState Act Benefits,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7099,VesselsNot Self-PropelledCoverage under Admiralty Law: Program IIUSL&HW Act Benefits,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7130,Railroad OperationStreet: All Other Employees (No FELA),39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7131,Supply BoatsCoverage under Admiralty Law: Program IIUSL&HW Act Benefits,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7423,"Aircraft or Helicopter OperationAerial Application, Seeding, Herding, or Scintillometer Surveying: Except Flying Crew",23,Air/Airplane Hangars,1/1/2019,12/31/2099
NCCI,7424,Aircraft or Helicopter OperationForest Fire Fighting,23,Air/Airplane Hangars,1/1/2019,12/31/2099
NCCI,7425,Aircraft or Helicopter OperationNOCHelicoptersFlying Crew,23,Air/Airplane Hangars,1/1/2019,12/31/2099
NCCI,7426,Aircraft or Helicopter OperationFlight Testing by Mfg.Flying Crew,23,Air/Airplane Hangars,1/1/2019,12/31/2099
NCCI,7427,"Aircraft or Helicopter OperationPublic Exhibition Involving Stunt Flying, Racing, or Parachute Jumping: Flying Crew",23,Air/Airplane Hangars,1/1/2019,12/31/2099
NCCI,7428,Aircraft or Helicopter OperationNOCHelicoptersOther,23,Air/Airplane Hangars,1/1/2019,12/31/2099
NCCI,7429,Aircraft or Helicopter OperationAirport or Heliport Operator,23,Air/Airplane Hangars,1/1/2019,12/31/2099
NCCI,7431,Aircraft or Helicopter OperationAir CarrierCommuterFlying Crew,23,Air/Airplane Hangars,1/1/2019,12/31/2099
NCCI,7435,Aircraft or Helicopter OperationAirport or Heliport Operator,23,Air/Airplane Hangars,1/1/2019,12/31/2099
NCCI,7500,Gas Co.Natural GasLocal Distribution,35,Severe Manu/Petroleum,1/1/2019,12/31/2099
NCCI,7502,Gas Co.Natural GasLocal Distribution,35,Severe Manu/Petroleum,1/1/2019,12/31/2099
NCCI,7515,Gas Pipeline Operation,35,Severe Manu/Petroleum,1/1/2019,12/31/2099
NCCI,7520,Waterworks Operation,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7536,Cable Installation (In Conduits or Subways),22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,7538,Electric Light or Power Line Construction,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,7539,Electric Light or Power Co. NOCAll Employees (Electric Power Distribution),10,Emergency Services,1/1/2019,12/31/2099
NCCI,7540,Electric Light or Power CooperativeREA Project OnlyAll Employees,10,Emergency Services,1/1/2019,12/31/2099
NCCI,7542,Utility CompanyMeter Readers,10,Emergency Services,1/1/2019,12/31/2099
NCCI,7570,Steam Heating or Power Co.All Employees,10,Emergency Services,1/1/2019,12/31/2099
NCCI,7580,Sewage Disposal Plant Operation,10,Emergency Services,1/1/2019,12/31/2099
NCCI,7590,Garbage Works,10,Emergency Services,1/1/2019,12/31/2099
NCCI,7600,Telephone or Telegraph Co.: All Other Employees,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7601,Fire AlarmTelephone or Telegraph Line Construction,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,7602,Fire AlarmTelephone or Telegraph Line Construction,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,7605,Burglar Alarm Installation or Repair,21,Personal and Repair Services,1/1/2019,12/31/2099
NCCI,7606,"Cable Television CompanyNot Studio Operations (CA, DE)",39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7607,Video Post ProductionComputer or ElectronicAll EmployeesIncluding Clerical Office Employees and SalespersonsNPD,8,Entertainment and Recreation,1/1/2019,12/31/2099
NCCI,7610,Radio Broadcasting StationAll Employees,39,All (excluding HPR),1/1/2019,12/31/2099
NCCI,7611,"Telephone or Cable TV Line InstallationContractors, Underground",22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,7612,"Telephone or Cable TV Line InstallationContractors, Overhead",22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,7613,"Telephone or Cable TV Line InstallationContractors, Service Lines and Connections",22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,7704,Fire Patrol or Protective Corps,10,Emergency Services,1/1/2019,12/31/2099
NCCI,7705,Ambulance Service and EMS (Emergency Medical Service) Providers and Drivers,10,Emergency Services,1/1/2019,12/31/2099
NCCI,7706,Fire Patrol or Protective Corps,10,Emergency Services,1/1/2019,12/31/2099
NCCI,7707,"FirefighterVolunteer (CA, MI, NJ, NY)",10,Emergency Services,1/1/2019,12/31/2099
NCCI,7710,Fire Patrol or Protective Corps,10,Emergency Services,1/1/2019,12/31/2099
NCCI,7711,"FirefighterVolunteer (CA, MI, NJ, NY)",10,Emergency Services,1/1/2019,12/31/2099
NCCI,7720,Police Officers,10,Emergency Services,1/1/2019,12/31/2099
NCCI,7721,"Banks & Trust Cos.Employees of Contracting Agencies in Bank Service: Guards, Patrols, Messengers or Armored Car Crews",14,Offices and Banks,1/1/2019,12/31/2099
NCCI,7722,"Police, Sheriff, ConstableVolunteer (CA, NJ)",10,Emergency Services,1/1/2019,12/31/2099
NCCI,4597,Buffing or Polishing Compounds Mfg.,30,Chemical Manufacturing,1/1/2019,12/31/2099
NCCI,4598,Synthetic Resin Mfg. NOCNPD,30,Chemical Manufacturing,1/1/2019,12/31/2099
NCCI,5348,Marble or Stone SettingInside,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,5402,Greenhouse ErectionAll Operations,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,5403,Carpentry NOC,21,Personal and Repair Services,1/1/2019,12/31/2099
NCCI,5409,Ceiling InstallationSuspended Acoustical Grid Type,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,5428,Storm Door or Storm Sash InstallationWood or Metal,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,5429,Fixtures or Furniture InstallationPortableNOC,21,Personal and Repair Services,1/1/2019,12/31/2099
NCCI,5436,CarpentryInstallation of Finished Wooden Flooring,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,5437,CarpentryInstallation of Cabinet Work or Interior Trim,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,5443,Lathing,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,5445,Iron or Steel Erection: Steel FrameInteriorLight Gauge Steel: by Contractors Engaged in Wallboard Installation,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,5446,Sheetrock Installationwithin Buildings,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,5458,Cleaning or Renovating Building ExteriorsNo Sandblasting or Use of Siliceous Materialand Drivers,21,Personal and Repair Services,1/1/2019,12/31/2099
NCCI,5459,Cleaning Building Exteriors,21,Personal and Repair Services,1/1/2019,12/31/2099
NCCI,5462,GlazierAway from Shop,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,5466,WaterproofingIncluding DC,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,5467,GlazierAway from Shop,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,5472,Asbestos Removal Operations: ContractorPipe and Boiler Work Exclusively,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,5473,Asbestos Removal Operations: ContractorNOC,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,5474,Painting (or Paperhanging) NOC & Shop Operations,21,Personal and Repair Services,1/1/2019,12/31/2099
NCCI,5475,"PaintingOil or Gasoline Storage Tanksand Shop, Drivers",22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,5476,Painting (or Paperhanging) NOC & Shop Operations,21,Personal and Repair Services,1/1/2019,12/31/2099
NCCI,5478,"Carpet, Linoleum, Vinyl, Asphalt, or Rubber Floor Tile Installation",22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,5479,Insulation Work NOC,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,5480,Plastering NOC,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,5482,"Painting, Decorating or PaperhangingNOCIncluding Shop Operations",22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,5484,Plastering NOC,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,5491,Paperhanging (Exclusively),22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,5500,Airport ConstructionPaving,23,Air/Airplane Hangars,1/1/2019,12/31/2099
NCCI,5506,Airport ConstructionPaving,23,Air/Airplane Hangars,1/1/2019,12/31/2099
NCCI,5507,Street or Road ConstructionSubsurface Work,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,5508,Street or Road ConstructionRock Excavation,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,5535,Sheet Metal WorkInstallation and Drivers,29,General Indu/Metal Manufacturing,1/1/2019,12/31/2099
NCCI,5536,Air Conditioning SystemsNonportable: DuctworkShop and Outside,34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NCCI,5537,"Heating, Ventilation, Air-Conditioning and Refrigeration SystemsInstallation, Service & Repair, Shop, Yard &Drivers",34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NCCI,5538,Awning Mfg. & ErectionMetalErection of Metal Awnings Exclusively,29,General Indu/Metal Manufacturing,1/1/2019,12/31/2099
NCCI,5545,RoofingAll Kinds (Commercial),22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,5547,RoofingBuilt Up,22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,5550,"Air Conditioning SystemsNonportable: Machinery Installation of Compressors, Motors, or Other Machinery",34,Heavy Manufacturing - Other,1/1/2019,12/31/2099
NCCI,5551,RoofingAll Kinds (Commercial),22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,5552,RoofingAll Kinds (Residential),22,Buildings Under Construction,1/1/2019,12/31/2099
NCCI,5606,ContractorExecutive Supervisor or Construction Superintendent,22,Buildings Under Construction,1/1/2019,12/31/2099
